"fdc_id","food_desc","scientific_name","WATERg","PROCNTg","ASHg","FATCEg","FIBTGg","FIBINSg","FIBSOLg","CHOAVLDFg","ENERCkJ","THIAmg","RIBFmg","NIAmg","PANTACmg","VITB6Amg","BIOTmcg","FOLSUMmcg","VITCmg","RETOLmcg","CHOCALmcg","CHOCALOHmcg","ERGCALmcg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","TOCTRDmg","VITEmg","VITK1mcg","VITK2mcg","LUTNmcg","ZEAmcg","LYCPNmcg","CRYPXBmcg","CARTGmcg","CARTAmcg","CARTBmcg","CARTOIDmcg","ALmg","ASmcg","CDmg","CAmg","CRmg","COmg","CUmg","FEmg","PBmg","LImg","MGmg","MNmg","HGmcg","MOmg","NImg","Pmg","Kmg","SEmcg","NAmg","ZNmg","CHOAVLg","STARCHg","FRUSg","GLUSg","SUCSg","MALSg","LACSg","SUGARg","F4D0g","F6D0g","F8D0g","F10D0g","F11D0g","F12D0g","F14D0g","F15D0g","F16D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F16D1g","F18D1N9g","F18D1TN9g","F20D1N9g","F22D1N9g","F24D1N9g","F18D2N6g","F20D2g","F22D2g","F18D3N3g","F20D3N6g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","FASATg","FAMSg","FAPUg","CHOLEmg","HISmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","THRmg","TRPmg","VALmg","ALAmg","ARGmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","TYRmg","Oxalate_Total","Oxalate_Soluble","Oxalate_Insoluble","Cis_Aconitic_Acid","CITACmg","FUMACmg","MALACmg","Quinic Acid","SUCACmg","TARACmg","three_4_Dihydroxybenzoic_Acid","three_Hydroxybenzaldehyde","Protocatechuic_Acid","Vanillic_Acid","GALLACmg","Cinnamic_Acid","O_Coumaric_Acid","P_Coumaric_Acid","Caffeic_Acid","CHLRACmg","FERACmg","APIGENmg","Apigenin_6Cgluoside","Apigenin_7Oneohesperidoside","LUTEOLmg","KAEMFmg","QUERCEmg","Quercitin3_betaDglucoside","Quercetin3_Orutinoside","Quercetin3_betagalactoside","Isorhamnetin","Myricetin","Resveratol","HESPTmg","Naringenin","HESPDmg","DAIDZNmg","GNSTEINmg","EPICATECmg","EPICATEGCmg","EPICATEGC_3gallatemg","positiveCatechin","negativeGallocatechin_gallate","negativeGallocatechin","Syringic_Acid","Sinapinic_Acid","Ellagic_Acid","Total_polyphenols","RAFSg","STASg","VERSg","Ajugose","CAMTmg","STGSTRmg","b_Sitosterol","PHYTCPPmg","Total_Saponin","source_fct"
"D043","Cucumber, green, elongate","Cucumis sativus",92.96,0.71,0.54,0.16,2.14,1.52,0.63,3.48,82,0.02,0.01,0.35,0.45,0.06,2.82,16.84,6.11,NA,NA,NA,1.26,0.02,0,0,0,0,0,0,0,0.02,8.2,NA,2.22,0,0,0,0,0,5.33,171,0.07,0,0,16.39,0.006,0.002,0.04,0.46,0.001,0.002,20.38,0.08,0,0.002,0.008,28.34,183,0.17,6.33,0.17,0.76,0.5,0.25,0.02,0,0,NA,0.27,NA,NA,NA,0,NA,0,0.00086,NA,0.05034,0.00887,0.00094,0.00105,0.00211,0,0.00198,0.00858,NA,0,0,0,0.0593,0,NA,0.00863,NA,0,NA,NA,NA,0.06417,0.01057,0.06793,NA,0.13632,0.29394,0.49274,0.22365,0.07526,0.04544,0.22507,0.22223,0.01917,0.43239,0.50978,0.31737,0.49416,1.62164,0.31737,0.2343,0.26909,0.21158,12.13,2.28,9.84,NA,81.51,4.13,68.75,4.97,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,0.1,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,1.36,0.34,7.54,17.52,NA,"IN17"
"D044","Cucumber, green, short","Cucumis sativus",93.52,0.83,0.52,0.18,2.13,1.6,0.54,2.82,73,0.02,0.01,0.35,0.32,0.07,2.97,14.67,6.21,NA,NA,NA,1.36,0.02,0,0,0,0,0,0,0,0.02,8,NA,4.86,0,0,0,0,0,4.8,172,0.05,0,0,19.25,0.005,0.002,0.07,0.59,0.001,0.002,18.48,0.09,0,0.001,0.008,29.74,198,0.19,6.11,0.19,0.79,0.58,0.19,0.02,0,0,NA,0.21,NA,NA,NA,0,NA,0,0.00106,NA,0.05254,0.0088,0.00129,0.00197,0.00211,0,0.00116,0.00724,NA,0,0,0,0.03573,0,NA,0.0161,NA,0,NA,NA,NA,0.06777,0.0084,0.05183,NA,0.15272,0.31291,0.50713,0.28054,0.07221,0.06557,0.34362,0.26062,0.05478,0.43326,0.59096,0.41168,0.58349,2.01275,0.41002,0.30544,0.32702,0.21414,10.49,2.27,8.22,NA,60.82,3.5,67.07,3.38,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,0.09,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.92,NA,NA,NA,NA,1.36,0.35,7.57,16.35,NA,"IN17"
"D045","Cucumber, orange, round","Cucumis sativus",92.8,0.98,0.52,0.24,2.46,1.78,0.68,3.01,82,0.02,0.01,0.36,0.34,0.04,3.13,18.77,6.24,NA,NA,NA,1.59,0.02,0,0,0,0,0,0,0,0.02,7.5,NA,3.19,0,0,0,0,0,5.55,134,0.1,0,0.001,21.98,0.006,0.002,0.04,0.45,0.001,0.002,20.34,0.07,0,0.002,0.009,23.17,185,0.14,8.16,0.16,0.75,0.53,0.18,0.05,0,0,NA,0.22,NA,NA,NA,0,NA,0,0.00106,NA,0.05572,0.00931,0.0013,0.00245,0.00206,0,0.00198,0.00542,NA,0,0,0,0.04594,0,NA,0.02276,NA,0,NA,NA,NA,0.0719,0.00741,0.0687,NA,0.1764,0.46452,0.63014,0.32144,0.0735,0.07448,0.43414,0.3626,0.05096,0.60074,0.70462,0.33516,0.73304,2.50684,0.53998,0.38612,0.34594,0.30478,11.55,2.31,9.24,NA,37.31,4.4,64.48,5.7,50.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56,NA,NA,NA,NA,1.32,0.36,7.33,15.8,NA,"IN17"
"D046","Drumstick","Moringa oleifera",85.39,2.62,1.27,0.12,6.83,5.6,1.23,3.76,123,0.04,0.07,0.62,0.57,0.12,4.29,62.75,71.86,NA,NA,NA,1.67,0.31,0,0,0,0,0,0,0,0.31,358,NA,145,5.52,0,0,0,0,17.28,350,0.24,0,0,33.3,0.008,0,0.1,0.73,0.007,0.002,38.1,0.19,0,0.001,0.011,52.87,419,3.12,22.38,0.31,2.77,1.31,1.02,0.2,0.24,0,NA,1.47,NA,NA,NA,0,NA,0,0.00052,NA,0.01922,0.00389,0.00147,0.00253,0.00142,0,0.00136,0.04505,NA,0,0,0,0.01914,0,NA,0.00807,NA,0,NA,NA,NA,0.02905,0.0464,0.02721,NA,0.5109,0.80696,1.56676,0.80958,0.2882,0.23318,0.89866,1.00346,0.13886,1.31524,1.48816,2.86366,2.46804,6.1046,1.02442,0.88032,1.2052,0.56592,123,66.98,55.82,16.31,72.33,44.83,406,29.95,60.96,130,2.93,NA,NA,NA,NA,3.36,NA,NA,1.67,4.01,NA,NA,NA,NA,0.25,8.14,23.3,NA,NA,NA,0.35,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,3.76,2.4,16.61,85.74,NA,"IN17"
"D047","Field beans, tender, broad","Vicia faba",86.98,3.06,0.94,0.64,5.64,4.84,0.79,2.75,129,0.07,0.07,0.32,0.41,0.42,4.11,123,5.99,NA,NA,NA,7.14,0.08,0,0.25,0.06,0,0,0.04,0,0.11,26.45,NA,467,21.54,0,0,0,83.48,555,1738,0.64,0,0,70.57,0.006,0.003,0.24,1.95,0.003,0.002,50.88,0.56,0,0.047,0.037,73.3,345,0,14.14,0.64,2.63,1.68,0.68,0.21,0.06,0,NA,0.95,NA,NA,NA,0,NA,0,0.00396,NA,0.131,0.02805,0.00446,0.0062,0.00804,0,0,0.03391,NA,0,0,0,0.204,0,NA,0.09674,NA,0,NA,NA,NA,0.182,0.03391,0.301,NA,0.80478,1.2393,2.50614,1.41066,0.25398,0.18054,1.39842,1.12608,0.2295,1.5606,1.79928,1.84212,4.0851,4.5747,1.38618,1.29744,1.66158,1.02816,34.83,8.82,26.02,16.2,52.58,5.26,59.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.62,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0.01,NA,NA,NA,0.74,4.59,15.17,4.81,3,"IN17"
"D048","Field beans, tender, lean","Vicia faba",85.57,3.71,1.08,0.6,6.19,5.37,0.82,2.85,140,0.08,0.07,0.33,0.35,0.38,4.11,127,3.84,NA,NA,NA,7.2,0.08,0,0.25,0.06,0,0,0.04,0,0.1,26.35,NA,297,2.79,0,0,0,74.32,556,1837,0.36,0,0,58.59,0.007,0.003,0.2,1.48,0.003,0.002,47.42,0.5,0,0.047,0.039,76.54,314,0,12.76,0.63,2.27,1.51,0.59,0.15,0.02,0,NA,0.76,NA,NA,NA,0,NA,0,0.00304,NA,0.128,0.02708,0.0042,0.00562,0.00675,0,0,0.02628,NA,0,0,0,0.195,0,NA,0.08604,NA,0,NA,NA,NA,0.175,0.02628,0.281,NA,1.02025,1.5953,3.0422,1.98485,0.34874,0.23002,1.75483,1.39496,0.2968,1.93291,2.07018,2.22971,4.97511,6.00649,1.72144,1.53223,2.09244,1.34302,35.12,8.81,26.31,12.43,58.47,4.45,54.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.45,NA,NA,NA,NA,0.6,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,0.43,NA,NA,NA,NA,NA,136,0,NA,NA,NA,0.75,4.38,15.07,5.24,2.93,"IN17"
"D049","French beans, country","Phaseolus vulgaris",89.14,2.49,1.05,0.26,4.38,3.88,0.51,2.68,102,0.04,0.06,0.83,0.28,0.37,4.71,47.45,15.81,NA,NA,NA,1.82,0.06,0,0.12,0.09,0,0,0.03,0,0.07,15.12,NA,235,21.21,0,0,0,3.57,413,1501,0.5,0,0,55.99,0.007,0.004,0.11,1.25,0.002,0,43.01,0.44,0,0.059,0.056,59.86,324,0,8.84,0.5,1.82,0.75,0.6,0.12,0.12,0.22,NA,1.06,NA,NA,NA,0,NA,0,0.00142,NA,0.04922,0.01287,0.00231,0.00235,0.00289,0,0.00253,0.0086,NA,0,0,0,0.05921,0,NA,0.06819,NA,0,NA,NA,NA,0.07107,0.01113,0.127,NA,0.74949,0.94371,1.81521,1.18773,0.20667,0.1494,1.00596,1.09311,0.23904,1.33962,1.43922,1.48155,2.90334,3.91677,1.07568,0.99849,1.26741,0.78435,36.01,4.02,31.99,14.4,92.41,13.53,67.01,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,0.8,1.54,0.13,NA,2.61,NA,NA,0.61,1.78,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,14.59,NA,NA,NA,NA,0.96,4.45,17.35,6.11,3.44,"IN17"
"D050","French beans, hybrid","Phaseolus vulgaris",90.11,2.12,0.77,0.19,4.18,3.53,0.65,2.63,93,0.05,0.05,0.77,0.27,0.44,5.93,61.98,1.38,NA,NA,NA,1.85,0.08,0,0.13,0.08,0,0,0.08,0,0.09,15.14,NA,228,13.35,0,0,0,3.18,388,1449,0.35,0,0,49.9,0.004,0.008,0.07,0.98,0,0,34.98,0.27,0,0.017,0.037,45.9,317,0,9.18,0.37,1.77,0.77,0.65,0.14,0.1,0.12,NA,1,NA,NA,NA,0,NA,0,0.00106,NA,0.05038,0.01155,0.0019,0.0019,0,0,0.00198,0.00988,NA,0,0,0,0.06283,0,NA,0.07213,NA,0,NA,NA,NA,0.0668,0.01185,0.135,NA,0.54484,0.9222,1.42252,1.02396,0.22684,0.11236,0.89464,0.91584,0.1696,1.26776,0.86496,1.35892,2.42316,2.76872,0.8268,1.23172,1.1024,0.6254,36.97,4.88,32.09,12.6,81.1,14.4,68.6,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0.92,1.71,0.13,NA,2.78,NA,NA,0.51,1.82,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,14.12,NA,NA,NA,NA,0.98,4.09,17.65,7.51,2.9,"IN17"
"D051","Jack fruit, raw","Artocarpus heterophyllus",85.52,1.98,0.99,0.35,7.69,7.15,0.54,3.48,110,0.05,0.05,0.19,0.37,0.04,4.37,35.73,17.51,NA,NA,NA,6.84,0.05,0,0,0.06,0,0.08,0,0,0.05,22.3,NA,4.86,2.92,0,0,0,0,0,17.66,0,0,0,45.74,0.004,0,0.24,0.31,0,0,26.6,0.36,0,0,0.008,27.78,327,0,3.53,0.17,2.04,0.02,1.21,0.26,0.55,0,NA,2.02,NA,NA,NA,0,NA,0,0.00065,NA,0.03532,0.00364,0.00358,0.00172,0.00246,0,0.00063,0.02179,NA,0.00938,0.07952,0.00394,0.06867,0,NA,0.03857,NA,0,NA,NA,NA,0.04736,0.115,0.107,NA,0.36828,0.9702,1.3068,0.59202,0.15642,0.1287,0.78408,0.82368,0.10494,1.1187,1.21374,0.72864,4.35402,2.10276,1.10682,0.80388,0.8712,0.5841,9.6,7.24,2.37,4.81,35.4,7.8,82.78,450,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,1.04,2.39,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.59,NA,NA,NA,NA,2.94,16.36,43.1,68.79,NA,"IN17"
"D052","Jack fruit, seed, mature","Artocarpus heterophyllus",72.32,5.79,1.02,0.44,8.63,7.83,0.8,11.81,322,0.06,0.03,0.19,0.36,0.08,4.1,54.58,9.68,NA,NA,NA,1.4,0.05,0,0,0.06,0,0.07,0,0,0.06,13.56,NA,2.13,1.56,0,0,0,0,0,19.63,0,0,0,37.56,0.001,0.001,0.21,0.37,0.001,0,37.04,0.27,0,0,0.015,29.33,376,0.33,4,0.29,8.77,6.54,1.45,0.67,0.11,0,NA,2.23,NA,NA,NA,0,NA,0,0,NA,0.123,0.00749,0.00548,0.00744,0.00281,0,0,0.01352,NA,0,0.0027,0,0.154,0,NA,0.02651,NA,0,NA,NA,NA,0.146,0.01621,0.181,NA,0.97851,3.1845,4.16301,2.15967,0.54426,0.31845,3.60138,3.16134,0.54426,3.97194,2.83131,1.74858,8.87607,6.62955,3.46821,2.78499,3.07449,3.24819,38.51,31.03,7.48,1.72,19.76,7.51,82.47,427,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.53,NA,NA,NA,NA,1.59,3.66,24.26,141,NA,"IN17"
"D053","Knol - Khol","Brassica oleracea",93.14,1.58,0.79,0.35,2.75,2.31,0.44,1.39,67,0.04,0.06,0.37,0.38,0.19,2.46,14.76,64.7,NA,NA,NA,0.32,0.01,0,1.61,0.05,0,0,0,0,0.17,8.9,NA,2.51,1.55,0,0,0,0,0,28.82,0,0,0,35.26,0.004,0.002,0.08,0.24,0,0,19.05,0.13,0,0.004,0.006,40.77,327,0,27.46,0.15,0.94,0.51,0.05,0.11,0.27,0,NA,0.43,NA,NA,NA,0,NA,0,0,NA,0.0773,0.01142,0.00339,0.00229,0.00301,0,0.00434,0.02729,NA,0,0,0,0.05904,0,NA,0.07139,NA,0,NA,NA,NA,0.0974,0.03162,0.13,NA,0.14378,0.5372,0.63832,0.395,0.15168,0.11218,0.3002,0.5214,0.12324,0.83898,0.87058,0.90692,1.56104,5.7512,0.54194,0.51666,0.63516,0.31758,2.92,1.88,1.04,NA,14.19,5.9,5.57,248,6.42,NA,0.05,NA,NA,NA,NA,NA,NA,0.57,NA,0.06,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09,NA,NA,NA,NA,1.57,0.21,8.53,16.16,NA,"IN17"
"D054","Kovai, big","Coccinia cordifolia",92.78,1.39,0.58,0.24,3,2.19,0.81,2.01,73,0.04,0.02,0.55,0.27,0.08,2.96,48.68,17.62,NA,NA,NA,6.25,0.7,0,0.14,0,0,0,0,0,0.72,19.15,NA,170,5.74,0,0,0,0,134,498,0.06,0,0,34.39,0.003,0.002,0.06,0.38,0,0.001,19.6,0.16,0,0.001,0.01,36.9,198,0,1.53,0.18,1.21,0.22,0.74,0.06,0,0.19,NA,0.98,NA,NA,NA,0,NA,0,0.00302,NA,0.04628,0.01252,0.00203,0.00303,0.00195,0,0.00098,0.00337,NA,0,0,0,0.05907,0,NA,0.03975,NA,0,NA,NA,NA,0.06884,0.00435,0.09882,NA,0.26549,0.5699,1.01748,0.97995,0.13066,0.09174,0.53793,0.57963,0.12927,0.69083,0.99802,0.83956,1.48591,2.89398,0.72002,0.57963,0.79369,0.42256,7.72,4.76,2.96,5.38,22.68,0.56,46.41,90.46,254,NA,0.04,0.08,NA,NA,NA,NA,NA,NA,0.44,0.35,0.05,0.14,NA,NA,NA,0.07,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,NA,NA,NA,NA,2.29,0.87,23.62,9.81,NA,"IN17"
"D055","Kovai, small","Coccinia cordifolia",92.4,1.22,0.47,0.24,3.25,2.14,1.12,2.41,80,0.04,0.02,0.51,0.28,0.05,2.87,50.13,21.08,NA,NA,NA,6.06,0.68,0,0.13,0,0,0,0,0,0.7,19.1,NA,157,4.5,0,0,0,0,147,586,0.02,0,0,37.12,0.002,0.001,0.06,0.29,0,0.001,18.87,0.12,0,0.001,0.006,26.29,167,0,2.2,0.13,1.19,0.12,0.83,0.1,0,0.14,NA,1.07,NA,NA,NA,0,NA,0,0.00282,NA,0.0552,0.01068,0.00249,0.00191,0.00222,0,0.00055,0.00397,NA,0,0,0,0.08307,0,NA,0.0291,NA,0,NA,NA,NA,0.07533,0.00451,0.112,NA,0.22326,0.47336,0.87108,0.77836,0.1098,0.08418,0.50752,0.5124,0.1037,0.6161,0.80154,0.7869,1.42862,2.57542,0.56974,0.44042,0.63318,0.40382,8.15,5.01,3.14,5.63,25.89,0.41,51.63,92.82,239.14,NA,0.07,0.07,NA,NA,NA,NA,NA,NA,0.49,0.43,0.08,0.17,NA,NA,NA,0.08,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,2.36,0.93,25.22,8.79,NA,"IN17"
"D056","Ladies finger","Abelmoschus esculentus",89.06,2.08,0.94,0.22,4.08,2.8,1.28,3.62,115,0.04,0.07,0.61,0.28,0.27,1.58,63.68,22.51,NA,NA,NA,7.46,0.48,0,0.12,0,0,0,0,0,0.05,21.52,NA,798,3.53,0,0,0,0,69.1,1223,0.47,0,0.002,86.12,0.005,0.002,0.13,0.84,0.001,0.002,66.1,0.3,0,0.005,0.012,57.48,263,0,7.37,0.45,1.37,0.89,0.4,0.07,0.05,0,NA,0.48,NA,NA,NA,0,NA,0,0.0015,NA,0.05461,0.00567,0.00171,0.00336,0.00251,0,0.00088,0.00722,NA,0,0,0,0.07682,0,NA,0.03238,NA,0,NA,NA,NA,0.06937,0.0081,0.109,NA,0.50336,0.67808,1.04832,0.78832,0.16848,0.11856,0.71552,0.78,0.10192,0.92768,1.11696,1.2376,3.21776,3.4736,0.8216,0.70512,0.74672,0.52208,83.87,5.99,77.88,3.65,21.66,64.57,16.24,151,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,2.8,NA,NA,NA,NA,NA,NA,NA,1.69,2.22,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.51,NA,NA,NA,NA,2.8,3.72,16.23,3.63,NA,"IN17"
"D057","Mango, green, raw","Mangifera indica",85.14,0.69,0.49,0.08,3.01,1.68,1.34,10.59,205,0.02,0.02,0.26,0.13,0.13,1.41,25.86,90.24,NA,NA,NA,7.68,0.9,0,0.17,0,0,0,0,0,0.91,14.42,NA,122,1.52,0,11.94,0,0,72.37,517,0.11,0,0,27,0.01,0,0.08,0.4,0,0,17.54,0.23,0,0,0.006,14.92,147,0,33.15,0.09,8.32,5.8,1.84,0.52,0,0,NA,2.42,NA,NA,NA,0,NA,0,0.00067,NA,0.02336,0.0013,0.00055,0.00055,0.00086,0,0.0021,0.00715,NA,0,0,0,0.01753,0,NA,0.01261,NA,0,NA,NA,NA,0.02728,0.00925,0.03013,NA,0.19527,0.30636,0.5451,0.36846,0.09453,0.04899,0.25875,0.28911,0.07314,0.39951,0.63618,0.36846,0.70587,0.98187,0.37467,0.36846,0.34431,0.23391,7.51,3.92,3.6,0.47,32.73,1.38,84.39,NA,NA,85.92,NA,NA,NA,0.18,0.35,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,0.64,NA,2.16,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA,580,NA,NA,NA,NA,2.09,1.62,27.62,15.26,NA,"IN17"
"D058","Onion, stalk (green onion)","Allium cepa",88.35,2.07,1.13,0.26,5.21,3.76,1.45,2.99,107,0.03,0.05,0.14,0.19,0.17,6.99,57.61,27.23,NA,NA,NA,6.81,0.81,0,0,0,0,0,0,0,0.81,44.33,NA,575,2.43,0,0,0,0,700,3488,2.78,1.73,0.003,31.12,0.059,0.002,0.14,3.09,0.016,0.007,66.71,0.22,0,0.017,0.031,28.53,312,5.22,15.52,0.99,1.51,1.1,0,0.05,0.06,0.31,NA,0.41,NA,NA,NA,0,NA,0,0.00804,NA,0.06571,0.00574,0,0.00675,0.00584,0,0,0.00552,NA,0,0,0,0.05543,0,NA,0.04355,NA,0,NA,NA,NA,0.09208,0.00552,0.09898,NA,0.44712,1.01016,1.66635,1.3455,0.25047,0.09522,0.84663,0.98118,0.22149,1.2213,1.22337,0.9315,1.99962,3.02634,1.61874,1.04121,0.93771,0.77625,29.72,22.72,7,NA,839,1.41,76.23,82.32,NA,NA,NA,0.17,NA,NA,NA,NA,NA,0.16,0.26,0.63,1.15,NA,NA,NA,NA,1.53,1.42,1.55,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.73,NA,NA,NA,NA,1.14,18.49,17.32,61.02,0.54,"IN17"
"D059","Papaya, raw","Carica papaya",92.04,0.5,0.55,0.23,2.28,1.32,0.96,4.4,100,0.02,0.03,0.12,0.24,0.03,1.24,29.79,20.73,NA,NA,NA,7.8,0.04,0,0,0,0.11,0,0,0,0.07,2.45,NA,266,7.88,0,76.8,0,0,164,548,0.05,0.63,0,22.72,0.003,0,0.05,0.2,0.001,0.001,15.03,0.03,0,0.001,0.002,24.11,173,1.29,7.55,0.08,3.63,0,2.64,0.99,0,0,NA,3.63,NA,NA,NA,0,NA,0,0.00135,NA,0.05281,0.00778,0,0.00325,0.00397,0,0,0.04453,NA,0,0,0,0.06604,0,NA,0.0096,NA,0,NA,NA,NA,0.06915,0.04453,0.07564,NA,0.0485,0.0785,0.161,0.191,0.0315,0.1885,0.1955,0.1425,0.05,0.158,0.2535,0.154,0.595,0.7135,0.2465,0.1495,0.178,0.219,9.38,4.77,4.69,2.51,28.85,2.05,57.46,31.63,22.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.23,0.05,NA,NA,0.15,0.25,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,NA,NA,NA,NA,3.18,2.4,9.19,22.08,0.43,"IN17"
"D060","Parwar","Trichosanthes dioica",91.57,1.4,0.59,0.3,2.61,1.82,0.79,3.54,101,0.05,0.05,0.67,0.25,0.2,9.86,19.96,19.24,NA,NA,NA,0.69,0.04,0,0,0,0,0,0,0,0.04,8.37,NA,322,10.77,0,0,0,0,13.1,965,0.33,0.68,0,30.76,0.013,0.001,0.09,0.5,0,0,24.59,0.13,0,0,0.012,33.81,117,2.32,2.29,0.23,1.26,0.9,0.31,0.06,0,0,NA,0.37,NA,NA,NA,0,NA,0,0.00296,NA,0.07284,0.01499,0.00226,0.00143,0.00145,0,0,0.01319,NA,0,0,0,0.09187,0,NA,0.02035,NA,0,NA,NA,NA,0.09593,0.01319,0.112,NA,0.245,0.6174,1.0108,0.8246,0.1862,0.1204,0.5404,0.5348,0.0826,0.833,0.9254,0.8358,1.344,2.7202,0.8694,0.7392,0.6706,0.4144,3.24,1.56,1.58,NA,28.36,3.26,1.61,3.29,31.1,3.13,NA,NA,0.44,0.32,NA,NA,NA,NA,0.05,0.08,NA,NA,NA,NA,0.35,0.79,0.63,1.3,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14,NA,NA,NA,NA,0.12,0.95,7.6,29.19,0.29,"IN17"
"D061","Peas, fresh","Pisum sativum",73.37,7.25,1.05,0.13,6.32,5.04,1.28,11.88,340,0.27,0.03,1.28,0.68,0.19,4.04,54.77,38.4,NA,NA,NA,12.91,0.05,0,1.59,0,0,0,0,0,0.21,44.22,NA,68.6,11.4,0,0,0,0,121,1286,0.2,0,0,28.24,0.002,0.003,0.22,1.58,0,0,40.11,0.46,0,0.02,0.043,55.95,249,1.63,3.66,1.09,7.89,6.92,0.41,0.2,0.36,0,NA,0.97,NA,NA,NA,0,NA,0,0,NA,0.01588,0.00313,0,0,0,0,0,0.02875,NA,0,0,0,0.04675,0,NA,0.00949,NA,0,NA,NA,NA,0.01901,0.02875,0.05624,NA,1.55875,2.41425,5.53175,4.147,0.45675,0.464,3.6395,2.958,0.609,3.06675,3.06675,7.28625,8.41725,12.6005,3.103,2.7405,3.28425,2.2185,18.42,14.18,4.65,0.15,NA,17.69,0.84,160,2.39,NA,0.61,NA,NA,NA,NA,NA,NA,2.1,1.58,NA,0.41,2.03,NA,1.82,1.95,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,22.17,0.01,0.05,0.01,NA,2.56,1.54,42.23,162,1.26,"IN17"
