"fdc_id","food_desc","scientific_name","WATERg","PROCNTg","ASHg","FATCEg","FIBTGg","FIBINSg","FIBSOLg","CHOAVLDFg","ENERCkJ","THIAmg","RIBFmg","NIAmg","PANTACmg","VITB6Amg","BIOTmcg","FOLSUMmcg","VITCmg","RETOLmcg","CHOCALmcg","CHOCALOHmcg","ERGCALmcg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","TOCTRDmg","VITEmg","VITK1mcg","VITK2mcg","LUTNmcg","ZEAmcg","LYCPNmcg","CRYPXBmcg","CARTGmcg","CARTAmcg","CARTBmcg","CARTOIDmcg","ALmg","ASmcg","CDmg","CAmg","CRmg","COmg","CUmg","FEmg","PBmg","LImg","MGmg","MNmg","HGmcg","MOmg","NImg","Pmg","Kmg","SEmcg","NAmg","ZNmg","CHOAVLg","STARCHg","FRUSg","GLUSg","SUCSg","MALSg","LACSg","SUGARg","F4D0g","F6D0g","F8D0g","F10D0g","F11D0g","F12D0g","F14D0g","F15D0g","F16D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F16D1g","F18D1N9g","F18D1TN9g","F20D1N9g","F22D1N9g","F24D1N9g","F18D2N6g","F20D2g","F22D2g","F18D3N3g","F20D3N6g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","FASATg","FAMSg","FAPUg","CHOLEmg","HISmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","THRmg","TRPmg","VALmg","ALAmg","ARGmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","TYRmg","Oxalate_Total","Oxalate_Soluble","Oxalate_Insoluble","Cis_Aconitic_Acid","CITACmg","FUMACmg","MALACmg","Quinic Acid","SUCACmg","TARACmg","three_4_Dihydroxybenzoic_Acid","three_Hydroxybenzaldehyde","Protocatechuic_Acid","Vanillic_Acid","GALLACmg","Cinnamic_Acid","O_Coumaric_Acid","P_Coumaric_Acid","Caffeic_Acid","CHLRACmg","FERACmg","APIGENmg","Apigenin_6Cgluoside","Apigenin_7Oneohesperidoside","LUTEOLmg","KAEMFmg","QUERCEmg","Quercitin3_betaDglucoside","Quercetin3_Orutinoside","Quercetin3_betagalactoside","Isorhamnetin","Myricetin","Resveratol","HESPTmg","Naringenin","HESPDmg","DAIDZNmg","GNSTEINmg","EPICATECmg","EPICATEGCmg","EPICATEGC_3gallatemg","positiveCatechin","negativeGallocatechin_gallate","negativeGallocatechin","Syringic_Acid","Sinapinic_Acid","Ellagic_Acid","Total_polyphenols","RAFSg","STASg","VERSg","Ajugose","CAMTmg","STGSTRmg","b_Sitosterol","PHYTCPPmg","Total_Saponin","source_fct"
"G011","Garlic, big clove","Allium sativum",64.38,6.92,1.4,0.16,5.22,2.56,2.66,21.93,518,0.2,0.25,0.38,1.57,0.56,2.55,85.77,12.62,NA,NA,NA,1.88,0.07,0,0,0,0,0,0,0,0.07,2.8,NA,4.02,1.55,0,0,0,0,0,33.91,0.05,0,0.001,20.08,0.004,0.001,0.19,1.05,0.001,0.001,27.08,0.34,0,0.001,0.019,119,430,0,9.42,0.89,20.81,14.84,4.2,1.2,0.57,0,NA,5.97,NA,NA,NA,0,NA,0,0,NA,0.02656,0.00316,0.00103,0.00103,0.00103,0,0,0.01424,NA,0,0,0,0.06062,0,NA,0.00628,NA,0,NA,NA,NA,0.03352,0.01424,0.0669,NA,0.92036,1.557,2.62268,2.84412,0.519,1.18332,2.44276,2.20056,0.57436,2.19364,3.07248,11.39032,7.68812,11.74324,2.09676,2.40124,2.5258,2.29052,159,130,28.47,NA,0.64,0.05,NA,NA,20.73,NA,NA,NA,NA,2.13,NA,NA,NA,5.88,6.88,NA,0.03,NA,NA,NA,NA,0.52,2.05,NA,NA,NA,NA,1.83,NA,NA,NA,NA,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.26,0.13,0.13,0.06,NA,1.27,0.32,12.36,36.55,NA,"IN17"
"G012","Garlic, small clove","Allium sativum",64.42,6.75,1.38,0.14,5.47,2.61,2.86,21.84,514,0.2,0.23,0.36,1.51,0.77,2.54,78.82,13.57,NA,NA,NA,1.97,0.06,0,0,0,0,0,0,0,0.06,3.2,NA,5.09,1.57,0,0,0,0,0,30.48,0.05,0,0.001,17.63,0.003,0,0.11,0.88,0.006,0.002,25.78,0.32,0,0,0.026,116,453,0.37,10.56,0.81,19.7,14.86,1.48,1.08,2.28,0,NA,4.84,NA,NA,NA,0,NA,0,0,NA,0.02514,0.00341,0.00109,0.00109,0.00097,0,0,0.01355,NA,0,0,0,0.05695,0,NA,0.00486,NA,0,NA,NA,NA,0.03263,0.01355,0.06182,NA,0.8505,1.512,2.74725,2.6595,0.513,1.30275,2.20725,2.079,0.49275,2.55825,2.51775,9.8955,7.05375,11.88,1.9845,2.646,2.16,2.20725,143,115,27.98,NA,1.15,0.07,NA,NA,23.11,NA,NA,NA,NA,2.49,NA,NA,NA,5.97,6.74,NA,0.04,NA,NA,NA,NA,0.61,1.81,NA,NA,NA,NA,1.61,NA,NA,NA,NA,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.42,0.19,0.14,0.06,NA,1.33,0.31,12.88,35.43,NA,"IN17"
"G013","Garlic, single clove, Kashmir","Allium sativum",64.49,6.12,1.76,0.16,4.01,2.2,1.81,23.46,523,0.25,0.22,0.42,1.86,0.97,2.85,92.25,15.38,NA,NA,NA,2.89,0.05,0,0,0,0,0,0,0,0.05,4.5,NA,2.52,1.36,0,0,0,0,0,26.58,0.18,0,0.004,19,0.008,0,0.23,1.01,0.003,0.001,41.13,0.13,0,0.009,0.032,128,584,0.43,8.87,0.66,21.26,17.53,1.21,1.05,1.47,0,NA,3.73,NA,NA,NA,0,NA,0,0,NA,0.02856,0.00219,0.00136,0.00136,0.00131,0,0,0.01083,NA,0,0,0,0.0731,0,NA,0.00931,NA,0,NA,NA,NA,0.03676,0.01083,0.0824,NA,0.7956,2.10528,3.47616,2.5398,0.42228,1.01592,2.11752,2.2338,0.59364,2.19096,2.601,10.04904,7.4358,10.35504,2.3562,2.3562,2.8152,1.87884,127,119,7.33,NA,0.12,NA,NA,NA,20.11,NA,NA,NA,NA,2.14,NA,NA,NA,5.98,6.89,NA,0.05,NA,NA,NA,NA,0.71,1.04,NA,NA,NA,NA,1.87,NA,NA,NA,NA,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.22,0.22,0.12,0.06,NA,1.21,0.37,13.66,31.95,NA,"IN17"
"G014","Ginger, fresh","Zingiber officinale",81.27,2.22,1.33,0.85,5.36,4.28,1.08,8.97,230,0.04,0.04,0.42,0.24,0.2,1.07,10.82,5.43,NA,NA,NA,4.09,0.28,0,0.47,0,0,0,0,0,0.32,25.55,NA,15,5.97,0,0,0,0,88.85,329,1.71,0,0,18.88,0.013,0.003,0.13,1.9,0.004,0.001,54.66,3.85,0,0.002,0.03,44.36,407,0,10.03,0.39,5.11,3.8,1,0.15,0.17,0,NA,1.31,NA,NA,NA,0,NA,0.02421,0.01105,NA,0.176,0.01986,0,0,0,0,0,0.06797,NA,0,0,0,0.302,0,NA,0.07899,NA,0,NA,NA,NA,0.231,0.06797,0.381,NA,0.35076,0.88356,1.44078,0.51282,0.19758,0.18204,0.96792,0.9657,0.21978,0.9657,1.05006,1.31646,3.40548,3.06804,1.09002,0.72816,1.0656,0.83916,259,18.26,241,NA,5.95,1.43,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84,NA,NA,NA,NA,0.27,4.81,32.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,1.34,1.16,13.29,14.5,NA,"IN17"
"G015","Mango ginger","Curcuma amada",84.55,1.45,1.57,0.7,4.74,3.79,0.95,6.98,177,0.02,0.07,0.45,0.26,0.18,1.49,22.62,1.62,NA,NA,NA,3.1,0.35,0,0,0,0.79,0,0,0,0.59,27.71,NA,23.6,3.09,0,0,0,0,76.62,250,0,0.21,0.002,13.74,0.002,0.003,0.1,2.31,0.007,0,36.86,1.52,0.04,0.006,0.011,68.33,384,0,5.51,0.47,4.21,1.79,1.11,0.81,0.5,0,NA,2.42,NA,NA,NA,0,NA,0,0,NA,0.146,0.03059,0,0,0,0,0,0.05226,NA,0,0,0,0.256,0,NA,0.07826,NA,0,NA,NA,NA,0.177,0.05226,0.334,NA,0.29725,0.6235,1.421,0.2726,0.16095,0.116,0.6554,0.8265,0.18705,0.69455,0.66555,0.63075,2.5897,2.04885,0.79895,0.58435,0.73225,0.47705,307,228,79.22,NA,53.42,0.4,33.2,3.13,3.8,NA,NA,NA,0.31,0.05,NA,NA,NA,NA,NA,0.45,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61,NA,NA,NA,NA,0.78,0.56,11.17,15.52,0.38,"IN17"
"G016","Mint leaves","Mentha spicata",84.24,4.66,2.18,0.65,5.89,4.49,1.4,2.39,155,0.02,0.19,0.74,0.34,0.17,2.21,106,17.16,NA,NA,NA,3.37,0.45,0,0.07,0,0,0,0,0,0.46,164,NA,2526,300,0,0,0,0,4602,18693,1.17,5.26,0,205,0.063,0.007,0.37,8.56,0.019,0.009,110,1.06,0.21,0.02,0.042,65.25,539,10.79,16.87,0.75,1.1,1.02,0.01,0.07,0,0,NA,0.08,NA,NA,NA,0,NA,0,0.00218,NA,0.105,0.01759,0,0,0,0,0,0.01323,NA,0,0,0,0.06509,0,NA,0.286,NA,0,NA,NA,NA,0.125,0.01323,0.352,NA,0.75492,2.02244,3.83052,1.36538,0.65706,0.33552,2.48844,2.12962,0.57318,2.67018,2.4465,2.31136,6.15586,7.20902,2.54436,2.24146,2.11564,1.54712,97.07,8.3,88.76,NA,25.86,3.83,14.8,26.33,27.22,NA,NA,NA,NA,NA,0.99,NA,NA,0.03,5.66,0.09,4.64,0.43,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.99,0.01,0.02,NA,NA,1.74,2.45,36.7,48.05,0.35,"IN17"
"G017","Onion, big","Allium cepa",85.76,1.5,0.5,0.24,2.45,1.92,0.53,9.56,201,0.04,0.01,0.34,0.3,0.1,2.61,28.88,6.69,NA,NA,NA,0.73,0.05,0,0,0,0,0,0,0,0.05,4.5,NA,1.77,1.81,0,0,0,0,1.08,89.1,0.08,0,0.001,21.03,0.003,0.002,0.11,0.43,0.003,0,17.96,0.24,0,0,0.008,32.34,171,0.35,5.5,0.35,6.68,0.8,1.89,1.47,2.52,0,NA,5.88,NA,NA,NA,0,NA,0,0,NA,0.04796,0.00465,0,0.0038,0.0044,0,0,0.03936,NA,0,0,0,0.1,0,NA,0.00663,NA,0,NA,NA,NA,0.06081,0.03936,0.107,NA,0.264,0.312,0.4875,0.528,0.138,0.132,0.4155,0.315,0.1845,0.4125,0.5415,1.9815,1.344,3.765,0.579,0.3015,0.402,0.288,4.03,3.42,0.61,43.05,33.89,0.63,392,NA,105,12.21,NA,NA,2.91,NA,NA,NA,NA,NA,NA,0.19,0.08,0.05,NA,NA,0.04,0.68,1.62,2.79,0.36,NA,7.24,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12,1.64,1.31,0.85,NA,0.47,0.31,7.35,13.9,NA,"IN17"
"G018","Onion, small","Allium cepa",84.67,1.82,0.61,0.16,1.16,0.7,0.46,11.58,237,0.07,0.02,0.21,0.14,0.12,2.69,29.68,10.96,NA,NA,NA,0.12,0.06,0,0,0,0,0,0,0,0.06,5.3,NA,15.3,1.69,0,0,0,0,1.1,31.04,0,0.29,0,19.92,0.002,0.001,0.07,0.53,0,0,15.16,0.11,0,0.003,0.005,39.65,160,1.02,4.06,0.24,6.37,0.75,1.44,1.63,2.55,0,NA,5.62,NA,NA,NA,0,NA,0,0,NA,0.03207,0.00408,0,0.0025,0.00237,0,0,0.01583,NA,0,0,0,0.0666,0,NA,0.00455,NA,0,NA,NA,NA,0.04101,0.01583,0.07116,NA,0.27846,0.71162,0.91364,0.47684,0.33488,0.25116,0.75166,0.65884,0.13286,0.71526,0.99736,2.23496,1.73082,4.61188,1.183,0.6461,0.55146,0.40768,11.11,9.69,1.27,NA,76.07,0.04,117,165,135,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,0.18,0.04,0.04,NA,NA,0.01,0.62,5.78,1.61,0.18,NA,5.73,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.91,0.08,NA,NA,NA,0.77,0.47,7.9,8.28,1.11,"IN17"
"G019","Asafoetida","Ferula assa-foetida",9.42,6.34,5.9,1.26,5.13,3.9,1.23,71.95,1387,0.82,0.01,0.43,0.14,0.02,2.27,26.28,0,NA,NA,NA,12.59,0.73,0,0,0,0.12,0,0,0,0.77,46.56,NA,23.8,1.52,0,0,0,0,6.42,168,4.76,2.13,0.001,266,0.051,0.022,0.22,15.68,0.035,0.012,96.4,2.96,0,0.014,0.052,69.09,245,13.42,16.04,0.98,37.76,36.83,0.21,0.47,0.25,0,NA,0.93,NA,NA,NA,0,NA,0,0.00504,NA,0.191,0.04589,0,0,0,0,0.00591,0.236,NA,0.00735,0,0,0.47,0,NA,0.04379,NA,0,NA,NA,NA,0.242,0.25,0.514,NA,1.38846,1.57866,3.55674,1.40114,0.4438,0.56426,2.7579,1.73716,0.77982,1.16656,2.52966,2.11122,8.71116,17.54912,2.75156,4.5331,3.82302,1.5216,23.82,3.27,20.55,1.66,6.35,0.02,0.46,4.72,NA,1.64,NA,NA,NA,0.52,NA,NA,NA,0.23,NA,NA,36.33,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,45.23,NA,NA,NA,NA,4.21,2.02,29.13,806,1.78,"IN17"
"G020","Cardamom, green","Elettaria cardamomum",11.24,8.1,7.21,2.6,23.1,20.46,2.64,47.76,1067,0.12,0.07,1.13,0.27,0.15,4.94,2.85,0,NA,NA,NA,43.72,0.14,1.13,0,0,0.59,0,0,0,0.77,6.81,NA,37,32.85,0,0,0,0,21.91,366,7.59,3.79,0.008,378,0.21,0.039,0.92,8.33,0.011,0.003,330,37.98,0,0.013,0.219,132,1262,11.71,15.51,3.71,33.75,29.47,1.84,1.89,0.55,0,NA,4.28,NA,NA,NA,0,NA,0,0,NA,0.557,0.0667,0,0,0,0,0.03249,0.858,NA,0,0,0,0.411,0,NA,0.172,NA,0,NA,NA,NA,0.624,0.891,0.583,NA,1.5471,1.7415,5.8644,2.6244,0.972,0.8586,3.4992,2.4543,0.7776,2.3085,5.0544,7.5573,9.6876,15.5601,4.2849,2.916,4.7142,1.9359,1961,1191,770,NA,73.83,0.85,22.21,4.85,5.41,NA,NA,NA,2.73,1.4,NA,NA,NA,1.46,NA,3.96,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,0.79,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,3.29,2.37,46.54,721,1.68,"IN17"
"G021","Cardamom, black","Elettaria cardamomum",6.69,6.69,7.84,2.8,23.46,20.73,2.74,52.53,1132,0.05,0.13,0.52,0.27,0.2,4.76,4.96,0,NA,NA,NA,43.55,0.36,0.83,0,0,1.38,0,0,0,1.1,5.74,NA,56.9,10.31,0,0,0,0,77.48,1137,6.05,0.28,0.006,312,0.091,0.011,0.75,7.94,0.006,0.007,286,30.25,0,0.006,0.234,117,1331,3.99,16.25,4.75,31.34,29.04,1.37,0.76,0.17,0,NA,2.3,NA,NA,NA,0,NA,0,0,NA,0.43,0.0625,0,0,0,0,0.03953,1.043,NA,0,0,0,0.32,0,NA,0.197,NA,0,NA,NA,NA,0.493,1.083,0.517,NA,1.21758,1.2042,4.02738,1.72602,0.57534,0.52851,2.26791,1.97355,0.57534,1.76616,4.14111,4.92384,10.12866,11.91489,3.77316,2.84325,3.59253,1.31793,2472,1471,1001,NA,156,0.81,36.77,4.28,6.11,NA,NA,NA,2.78,1.8,NA,NA,NA,3.57,NA,4.86,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,1.72,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,3.36,2.59,50.8,670,1.4,"IN17"
"G022","Chillies, red","Capsicum annum",14.57,12.69,5.73,6.4,31.15,26.55,4.6,29.46,990,0.46,0.83,6.94,0.57,0.42,0.92,51.5,0,NA,NA,NA,24.36,0.69,0,2.91,0,0,0,0,0,0.98,274,NA,1843,2712,36.44,1599,0,0,1542,101812,4.7,0,0.003,99.83,0.114,0.036,0.87,6.23,0.007,0.011,231,1.45,1.6,0.012,0.036,280,2245,18.83,19.45,1.66,9.45,4.75,2.68,1.82,0.2,0,NA,4.7,NA,NA,NA,0,NA,0,0.06026,NA,0.89,0.141,0.02109,0.01591,0.01352,0,0.02241,0.646,NA,0.00675,0,0.04311,3.081,0,NA,0.182,NA,0,NA,NA,NA,1.141,0.718,3.263,NA,2.67759,4.75875,8.09622,5.31711,1.59894,2.20806,6.45921,5.17752,1.16748,6.11658,6.05313,6.29424,17.82945,21.97908,6.50997,7.19523,5.48208,3.92121,87.17,65.69,21.48,NA,0.62,13.67,68.38,NA,22,NA,NA,NA,NA,NA,0.28,NA,NA,0.34,0.72,NA,NA,14.08,NA,30.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,16.06,4.93,81.78,264,NA,"IN17"
"G023","Cloves","Syzygium aromaticum",26.49,5.86,5.99,8.41,34.52,28.07,6.46,18.73,781,0.53,0.22,1.15,0.36,0.03,2.41,32.81,0,NA,NA,NA,45.07,0.46,0.77,0,0,0.01,0,0,0,0.77,161,NA,16.9,1.55,0,0,0,8.55,73.51,356,6.09,5.08,0,567,0.047,0.006,0.54,9.41,0.026,0.004,334,61.86,0,0.008,0.06,83.1,1434,7.75,183,1.13,10.67,8.57,1.68,0.43,0,0,NA,2.1,NA,NA,NA,0,NA,0,0,NA,2.02,0.659,0,0,0,0,0,0.605,NA,0,0,0,2.737,0,NA,0.691,NA,0,NA,NA,NA,2.679,0.605,3.428,NA,1.33608,1.24818,3.41052,3.8676,0.73836,0.47466,2.4026,1.75214,0.5274,2.52566,2.52566,3.73868,6.45186,10.82342,2.68388,2.2854,3.11752,1.50602,1845,353,1492,1.54,427,0.46,177,NA,NA,20.28,NA,NA,0.7,NA,23.77,NA,NA,7.42,NA,NA,NA,NA,NA,NA,NA,15.82,13.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,2546,NA,NA,NA,NA,1.28,5.02,211,349,0.55,"IN17"
"G024","Coriander seeds","Coriandrum sativum",8.72,10.66,5.36,17.47,44.81,35.27,9.54,12.98,1125,0.19,0.23,1.2,0.28,0.04,1.46,22.07,0,NA,NA,NA,1.31,0.91,0,0,0,0.32,0,0.47,0.24,1.01,35.7,NA,225,10.96,0,0,0,0,122,996,5.74,0,0.001,718,0.041,0.02,1.46,17.64,0.003,0.026,343,2.81,0,0.011,0.143,293,1473,6.34,34.41,3.91,8.45,6.07,1.61,0.77,0,0,NA,2.38,NA,NA,NA,0,NA,0,0.05498,NA,0.631,0.141,0.03153,0.05626,0.03698,0,0.02735,10.702,NA,0.04002,0,0,2.203,0,NA,0.04401,NA,0,NA,NA,NA,0.952,10.769,2.247,NA,3.0381,4.81832,7.17418,5.99092,2.17464,1.05534,4.35994,4.28532,1.25788,6.65184,5.29802,6.40666,11.42752,16.65092,6.70514,5.23406,5.0102,3.2513,809,118,692,1.41,53.84,6.53,13.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,2.91,0.13,NA,NA,NA,NA,NA,0.47,NA,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.69,0.37,NA,NA,NA,9.6,17.6,75.77,1008,NA,"IN17"
"G025","Cumin seeds","Cuminum cyminum",10.59,13.91,5.9,16.64,30.35,25.73,4.62,22.62,1274,0.52,0.13,2.87,0.22,0.39,1.2,27.79,0,NA,NA,NA,12.1,1.49,0,0,0,0,0,0,0,1.49,146,NA,170,42.6,0,0,0,0,89.19,553,9.31,0,0.001,878,0.126,0.026,1.14,20.58,0,0.059,442,4.21,0,0.015,0.164,382,1886,4.01,125,4.29,15.84,14.46,0.63,0.75,0,0,NA,1.38,NA,NA,NA,0,NA,0,0,NA,0.5,0.0982,0.02046,0,0,0,0.03501,8.344,NA,0,0,0,4.269,0,NA,0.044,NA,0,NA,NA,NA,0.619,8.379,4.313,NA,3.99217,6.16213,8.66593,6.74635,1.73875,1.41882,6.20386,5.43881,1.32145,7.13583,7.26102,9.48662,12.46336,29.08581,10.04302,6.02303,7.05237,4.54857,817,40.43,777,2.43,47,2.38,40.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.42,5.88,NA,0.41,NA,NA,NA,35.68,0.15,3.78,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0.44,NA,NA,NA,9.36,33.96,106,445,NA,"IN17"
"G026","Fenugreek seeds","Trigonella foenum graecum",7.82,25.41,2.93,5.72,47.55,27.63,19.92,10.57,983,0.28,0.14,1.19,0.27,0.77,1.54,51.11,0,NA,NA,NA,1.98,0.02,0,0,0,0.02,0,0,0,0.02,1.5,NA,586,201,0,0,0,0,142,1210,1.31,3.48,0.002,135,0.015,0.031,1.16,8.47,0.012,0,167,1.6,0,0.098,0.188,435,891,9.98,40.2,3.8,4.22,3.66,0.31,0.12,0.11,0.01,NA,0.55,NA,NA,NA,0,NA,0,0,NA,0.501,0.188,0.05012,0.0186,0.01178,0,0,0.663,NA,0.01215,0,0,2.051,0,NA,1.082,NA,0,NA,NA,NA,0.77,0.675,3.133,NA,5.79348,11.61237,15.246,16.7706,3.10002,3.50658,10.4181,7.24185,3.02379,11.25663,10.95171,21.29358,27.97641,46.93227,12.50172,9.9099,13.51812,6.53037,31.75,10.55,21.2,0.24,4.99,NA,NA,2.47,NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1.44,1.73,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73,0.6,1.43,0.26,NA,12.35,6.69,126,570,6.33,"IN17"
"G027","Mace","Myristica fragrans",20.06,6.24,2.47,24.41,20.31,16.78,3.54,26.51,1488,0.13,0.13,0.92,0.35,0.3,1.8,32.65,0,NA,NA,NA,44.92,1.05,0,0,0,10.36,0,0,0,4.16,70.44,NA,135,196,0,0,0,0,2322,9203,1.99,4.7,0.001,174,0.069,0.006,1.9,22.69,0.051,0.004,207,2.12,0,0.013,0.259,110,623,7.24,27.17,1.16,23.71,22.85,0.2,0.28,0.38,0,NA,0.85,NA,NA,NA,0,NA,0,0.362,NA,8.12,0.767,0.0543,0,0,0,0.404,8.898,NA,0,0,0,4.571,0,NA,0.159,NA,0,NA,NA,NA,9.304,9.302,4.731,NA,1.17936,1.4664,3.60672,1.62864,0.73632,0.81744,2.67696,3.28224,0.78624,1.92816,4.61136,2.9952,7.71264,6.82032,3.89376,3.25104,3.69408,2.35872,28.22,0.28,27.94,NA,98.68,2.36,173,345,NA,NA,0.11,NA,0.65,1.52,NA,NA,NA,1.52,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.43,NA,782,NA,NA,NA,NA,3.56,5.95,44.96,691,1.48,"IN17"
"G028","Nutmeg","Myristica fragrans",15.55,6.3,1.99,36.52,11.99,10.54,1.46,27.64,1940,0.04,0.05,0.51,0.33,0.1,1.59,74.78,0,NA,NA,NA,46.67,1.18,0,0,0,0.09,0,0,0,1.21,60.92,NA,4.01,1.33,0,0,0,0,15.37,80.91,0.68,0,0,148,0.006,0.001,1.2,2.33,0.035,0,212,3.42,0,0.007,0.221,207,474,7.33,14.31,1.45,25.56,24.49,0.29,0.59,0.2,0,NA,1.08,NA,NA,NA,0,NA,0.783,0,NA,2.372,0.204,0,0,0,0,0.04777,1.562,NA,0.02666,0,0,0.299,0,NA,0.0793,NA,0,NA,NA,NA,3.359,1.637,0.379,NA,0.9009,1.4049,3.276,2.1546,0.6804,0.5229,3.0618,1.9026,0.5544,1.9656,3.7674,4.3344,6.9048,10.143,3.6036,2.8602,3.906,1.5309,194,48.2,146,NA,59.31,55.9,15.7,231,16.52,NA,NA,NA,0.05,0.35,NA,NA,NA,0.07,16.04,NA,NA,NA,NA,NA,4.96,NA,2.83,NA,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,NA,NA,645,NA,NA,NA,NA,6.1,8.91,94.48,704,2.26,"IN17"
"G029","Omum seeds (Ajwain, ajowan, thymol seeds, bishop's weed, or carom)","Trachyspermum ammi",9.71,15.89,8.18,21.11,20.58,17.2,3.38,24.53,1495,0.3,0.23,1.23,0.22,0.24,1.78,51.79,0,NA,NA,NA,2.62,0.01,0,0,0.41,0,0,0,0.11,0.01,30.36,NA,494,8.3,0,51.37,0,0,746,1836,6.71,8.32,0.005,1034,0.069,0.021,1.24,13.65,0.015,0.043,273,6.86,0,0.053,0.296,329,1692,87.04,28.58,5.67,18.51,15.75,2.07,0.47,0.22,0,NA,2.76,NA,NA,NA,0,NA,0,0.01693,NA,0.895,0.177,0.02326,0,0,0,0.02683,13.81,NA,0.04203,0,0,5.116,0,NA,0.07671,NA,0,NA,NA,NA,1.112,13.879,5.193,NA,3.78182,2.7013,8.35814,6.62613,1.54133,1.76379,5.13247,4.83056,2.19282,7.4683,8.69183,9.39099,17.27243,29.33294,12.45776,7.50008,8.46937,4.35386,1020,34.19,985,NA,47.73,NA,199,26.16,5.55,NA,NA,NA,2.02,0.05,NA,NA,NA,0.07,1.91,48.23,NA,NA,NA,NA,NA,NA,0.05,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,5.89,20.98,75.29,895,4.5,"IN17"
