"fdc_id","food_desc","food_group","food_desc_bengali","scientific_name","nutrient_data_source","source_fct","Edible_factor_in_FCT","ENERCkcal","ENERCkJ","WATERg","PROCNTg","FATCEg","CHOAVLDFg","FIBTGg_standardised","FIBTGg","FIBCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","VITA_RAEmcg","RETOLmcg","CARTBEQ or [CARTB]mcg","CARTAmcg","CARTBmcg","CRYPXmcg","VITDmcg","VITEmg","TOCHPAmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","NIATRPmg","VITB6Amg","FOLmcg","ASCLmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","THRmg","TRPmg","VALmg","ARGmg","HISmg","ALAmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","PHTACmg","OXALACmg","TPC mg GAE","DPPH-RSCµmol TE","T-ORAC mcmole TE","FASATg","FAMSg","FAPUg","CHOL_mg","F4D0g","F6D0g","F8D0g","F10D0g","F12D0g","F14D0g","F15D0g","F16D0g","F17D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F14D1CN5g","F16D1g","F16D1CN7g","F18D1g","F18D1N9g","F18D1CN7g","F20D1g","F20D1CN11g","F20D1CN9g","F22D1g","F22D1CN9g","F22D1CN11g","F24D1CN9g","F18D2g","F18D2CN6g","F20D2g","F18D3g","F18D3CN3g","F18D3N6g","F20D3N6g","F18D4g","F18D4CN3g","F20D4g","F20D4CN6g","F20D5CN3g","F22D5CN3g","F22D6CN3g","SUGARg"
"01_0023","Rice, puffed, salted","Cereals and their products","Muri","Oryza sativa","P6(113), P8, T17, US25(08066)","BA13","1","361","1540","7.3000000000000007","6.7116000000000007","0.1","82.737791195753971","1.3506088042460194","1.3506088042460194",NA,"1.8","9.1875059897318874","0.68838534310412924","45.477467199087272","133.25955504848829","153.98987678265829","650","0.84299999999999997","0.19854020178400666","0","0","0","0","0",NA,"0",NA,"0.10","0.21","0.12",NA,"3.52",NA,NA,"11.63377067883628","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0024","Rice, white, sunned, aromatic, raw","Cereals and their products","Chal, atop, sugondhi, chikon dana, dhekichata","Oryza sativa","R1, P6(110), P6(111) IND(10), TH( THA12), US25(20444), VIN(4-1004)","BA13","1","343","1460","12.767500000000002","6.7274666666666674","0.65","76.14503333333333","3.06","3.06",NA,"0.65","10","0.9","43","126","113","5","1.0900000000000001","0.14000000000000001","0","0","0","0","0","0","0",NA,"0.11","0.06","3.9E-2","2.4","1.25","1.1000000000000001",NA,"9","0","290.6114633006078","555.74724637681163","243.43427769985979","158.51534361851333","137.75738195418421","359.49015427769996","224.56340345956059","240.60364656381489","78.314128097241721","410.44151472650776","560.46496493688653","158.51534361851333","389.68355306217865","632.17428705002339","1310.58221598878","306.65170640486213","316.0871435250117","353.8288920056101","91.99","1",NA,NA,NA,"0.10400000000000001","0.11699999999999999","0.10400000000000001","0",NA,NA,NA,NA,NA,NA,NA,"9.1000000000000011E-2","0","6.5000000000000006E-3","0","0","0",NA,"0",NA,"0",NA,"0.11699999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.4500000000000006E-2",NA,NA,"1.95E-2",NA,NA,NA,NA,NA,"0","0",NA,"0",NA
"01_0040","Rice, white, sunned, aromatic, boiled* (without salt)","Cereals and their products","Bhat, Sugondhi, bosa bhat","Oryza sativa","Recipe calculation","BA13","1","110","467","72.040865384615387","2.1562393162393163","0.20833333333333334","24.4054594017094","0.98076923076923084","0.98076923076923084",NA,"0.20833333333333334","6.3541666666666661","0.37980769230769229","15.253205128205128","38.394230769230766","20.198717948717952","3.4423076923076925","0.33342948717948717","4.3397435897435901E-2","0","0","0","0","0","0","0",NA,"0.04","9.6153846153846159E-3","6.2500000000000003E-3","0.6","0.30048076923076927","0.3",NA,"2.0192307692307692","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0025","Rice, white, sunned, polished, milled, raw","Cereals and their products","Chal, atop, HYV, kolechata, raw","Oryza sativa","P49, R1, R5, T21, IND(10), DK7(0224), TH(THA12), US25(20444),UK6(11-049), VIN(4-1004)","BA13","1","345","1460","12.172083333333333","6.562453333333333","0.34222222222222232","77.402041111111117","3.08","3.08",NA,"0.44119999999999998","5.2047142857142861","0.91","43.29","126","108.62","5.43","1.0900000000000001","0.14000000000000001","0","0","0","0","0","0","0","0.1",NA,"8.8749999999999996E-2","3.0777777777777775E-2","2.5","1.4124999999999999","1.1000000000000001",NA,"6","0","283.48325759700793","542.11571014492756","237.4632482468443","154.62723141654979","134.37842730247777","350.67247124824684","219.05524450677885","234.70204768583451","76.393215521271628","400.37408134642357","546.71771107994391","154.62723141654979","380.12527723235155","616.6681252921926","1278.4358597475457","299.1300607760636","308.3340626460963","345.15007012622721","162.32","1",NA,NA,NA,"8.5555555555555579E-2","8.5555555555555579E-2","0.11407407407407411","0",NA,NA,NA,NA,NA,"2.5666666666666672E-3",NA,"6.7303703703703713E-2",NA,"7.1296296296296316E-3","1.1407407407407412E-3",NA,NA,NA,NA,NA,"2.851851851851853E-4",NA,"8.3274074074074098E-2",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0.11578518518518523",NA,NA,"3.137037037037038E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0041","Rice, white, sunned, polished, milled, boiled* (without salt)","Cereals and their products","Bhat, atop, bosa bhat","Oryza sativa","Recipe calculation","BA13","1","111","469","71.850026709401703","2.1033504273504273","0.10968660968660973","24.808346509971511","0.98717948717948723","0.98717948717948723",NA,"0.14141025641025642","4.8172161172161179","0.38285256410256413","15.346153846153845","38.394230769230766","19.42660256410257","3.5250000000000004","0.33342948717948717","4.3397435897435901E-2","0","0","0","0","0","0","0","3.2051282051282048E-2",NA,"1.4222756410256408E-2","4.9323361823361798E-3","0.6","0.33954326923076922","0.3",NA,"1.3461538461538463","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0042","Ruti*","Cereals and their products","Ruti",NA,"Recipe calculation","BA13","1","246","1040","37.299999999999997","7.5","1.2","49.7","3.1","3.1",NA,"1.1000000000000001","11","2.7","42","99","149","231","1.1000000000000001","0.13","0","0","0",NA,"0",NA,"0",NA,"0.30","7.0000000000000007E-2","0.04",NA,"1.3",NA,"6.3E-2","7.1151239158188453","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0026","Semolina, wheat, raw","Cereals and their products","Sooji, gom","Triticum aestivum","P6 (114), T17, DK7(0182), IND(24), UK6(11-024), US25(20466)","BA13","1","346","1470","12.756666666666668","10.86","1.3499999999999999","70.598333333333329","3.9","3.9",NA,"0.53500000000000003","16.925000000000001","1.0649999999999999","39.5","104.7","157.66666666666666","4.8","2.1749999999999998","0.24966666666666662","0","0","0",NA,NA,NA,"0","0.1",NA,"0.17749999999999999","4.6249999999999999E-2","3.9850000000000003","2.1550000000000002","1.83","8.5000000000000006E-2","57","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367",NA,NA,NA,NA,"0.2","0.2","0.6","0",NA,NA,NA,"0","0","0",NA,"0.17599999999999999",NA,"0.01","8.0000000000000002E-3",NA,NA,NA,NA,NA,"4.0000000000000001E-3",NA,"0.14699999999999999",NA,NA,"3.0000000000000001E-3",NA,NA,"0",NA,NA,NA,"0.56999999999999995",NA,NA,"0.04",NA,NA,NA,NA,NA,"2E-3",NA,NA,NA,NA
"01_0027","Sorghum, raw","Cereals and their products","Jowar","Sorghum vularebicolor","P1, P6, IND(4), US25(20067), WEA(01_039)","BA13","1","350","1480","11.93","10.105","3.3","66.897500000000008","6.3","6.3",NA,"1.4675","25","5.8","290","222","350","6","1.6","0.46","0","0",NA,NA,NA,NA,"0","1.1000000000000001",NA,"0.21","0.13",NA,"2.927",NA,"0.25","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0028","Sweet corn, yellow, on the cob, raw","Cereals and their products","Bhutta, kancha","Zea mays","P6(102), DK7(0150), UK6(13-372)","BA13","0.47","147","621","62.9","3.4666666666666668","1.4","28.683333333333337","2.8","2.8",NA,"0.75","5","0.70000000000000007","30","111.5","228","2","0.79999999999999993","0.13","4.291666666666667","0","51.5",NA,"11","90","0","0.60000000000000009",NA,"0.11666666666666665","9.3333333333333338E-2","1.7500000000000002","1.4500000000000002","0.30000000000000004","0.16","28.5","5.9333333333333336","140","470","100","71","59","190","140","140","24","180","150","100","280","240","760","140","330","190",NA,NA,NA,NA,NA,"0.23333333333333331","0.38888888888888884","0.7","0","0","0","0","0","0","5.4444444444444445E-3","0","0.18666666666666665","0","2.8777777777777774E-2","0","0","0",NA,"0",NA,"0",NA,"0.40133333333333326","0",NA,"0","0",NA,"0","0","0",NA,"0.6704444444444444",NA,NA,"2.3333333333333331E-2",NA,NA,NA,"0",NA,"0","0","0","0",NA
"01_0029","Vermicelli, wheat, raw","Cereals and their products","Semai","Triticum aestivum","P6, P8,  UK6(11-065), US25(20420)","BA13","1","347","1470","11.7","8.9056800000000003","0.62","74.874319999999997","3.2","3.2",NA,"0.7","22","2","42","92","140","8","1.38","0.28999999999999998","0","0","0","0","0","0","0",NA,"0.11","0.19","0.05","3.4000000000000004","1.8","1.6","0.14199999999999999","18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0043","Vermicelli, boiled* (without salt)","Cereals and their products","Semai siddha","Triticum aestivum","Recipe calculation","BA13","1","151","640","61.608695652173907","3.8720347826086958","0.26956521739130435","32.554052173913043","1.3913043478260869","1.3913043478260869",NA,"0.30434782608695654","11.416304347826086","0.93173913043478263","19.125652173913043","38.016956521739125","48.859565217391307","4.240869565217392","0.56999999999999995","0.1265391304347826","0","0","0","0","0","0","0",NA,"0.05","4.1304347826086961E-2","1.630434782608696E-2","1.1086956521739131","0.58695652173913049","0.52173913043478271","3.0869565217391301E-2","5.4782608695652169","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0030","Wheat flour, brown, whole grain, raw","Cereals and their products","Ata, lal","Triticum aestivum","P6(118), P8, T21, IND(20), UK6(11-433), US25(20080), TH(THA34), VIN(18-1018),","BA13","1","334","1410","12.2775","11.28688","2.09","62.17962","10.7","10.7",NA,"1.466","52.206666666666671","4.9000000000000004","150.97","306","284","16.39","3.02","0.53","0.41666666666666669","0","5","0","5","0","0",NA,"0.72","0.49","0.17","6.1999999999999993","3.8","2.4","0.40699999999999997","29","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0031","Wheat, flour, white","Cereals and their products","Ata, sada, packet","Triticum aestivum","KF, DK7(0531), IND(20), UK6(11049), US25(20080)","BA13","1","347","1470","12.21","10.605","1.643","70.336500000000001","4.4175000000000004","4.4175000000000004",NA,"0.78800000000000003","12.792999999999999","3.8","57.886000000000003","140","210.27099999999999","9.8309999999999995","1.5472222176943833","0.18898735759759699","0","0","0",NA,NA,NA,"0",NA,"0.43","0.129","5.3999999999999999E-2","3.9670000000000001","1.9","2.0670000000000002","9.9000000000000005E-2","20","0","307","691","276","220","218","475","270","300","124","450","440","229","556","505","3537","412","1065","505","227.03",NA,NA,NA,NA,"0.22349591999999999","0.14800836000000001","0.72729571999999998","0",NA,NA,NA,NA,"0","2.0877199999999999E-3",NA,"0.20305824",NA,"1.4174519999999999E-2","4.1543999999999999E-3","0",NA,NA,"0",NA,NA,NA,"0.14207484000000001",NA,NA,NA,"5.9335200000000003E-3",NA,NA,NA,NA,NA,"0.68499191999999998",NA,NA,"4.2303800000000003E-2",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA
"01_0032","Wheat flour, white, refined","Cereals and their products","Maida","Triticum aestivum","P6(119), P8, P49, T21, US25(20481), DK7(0531), IND(22), UK6(11-438)","BA13","1","346","1470","12.818333333333333","9.7720800000000008","0.98","73.129586666666668","2.7","2.7",NA,"0.6","12.792999999999999","2.7","57.886000000000003","140","210.27099999999999","9.8309999999999995","1.5472222176943833","0.18898735759759699","0","0","0","0","0","0","0",NA,"0.06","0.12","7.0000000000000007E-2","4","1.9","2.1","4.3999999999999997E-2","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01_0033","Wheat, whole, raw","Cereals and their products","Gom","Triticum aestivum","P1, P10, P26, P51, P53, T1, T53, IND(20), US25(20072), DK7(1270)","BA13","1","344","1450","10.016666666666664","11.245611555555556","2.8941176470588239","62.039159686274509","12.2","12.2",NA,"1.6044444444444446","41","4.9000000000000004","142.40481651376146","315.76720183486242","293.06498470948009","17.645814220183489","2.7861811926605506","0.70170489296636085","0.41666666666666669","0","5","0","5","0","0",NA,"1.90","0.49","0.115",NA,"5.4640000000000004",NA,"0.3","38","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0001","Bengal gram, dehulled, split, dried, raw","Pulses, legumes and their products","Cholar dal, vanga","Cicer arietinum","T70, P74, P49, IND (29),  US25 (16056), UK6 (13-076), P6(203), R6, T1","BA13","1","375","1580","10.5","20.239999999999998","6.04","59.199999999999996","1.2",NA,"1.2","2.8250000000000002","56","8.8000000000000007","110","331","725","39","3.34","1.34","3.3333333333333335","0","40","0","40","0","0","2.88",NA,"0.48","0.27",NA,"2.4",NA,"0.53500000000000003","147.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"858.51",NA,NA,NA,"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0002","Bengal gram, whole, dried, raw","Pulses, legumes and their products","Chola, shukna","Cicer arietinum","T17, T20, P58, T25, P86, T70, P6 (202), P8, P73, IND(28), US25(16056), UK6 (13-074)","BA13","1","350","1470","8.8549999999999986","20.363333333333333","6.04","44.783666666666669","17.399999999999999","17.399999999999999",NA,"2.5579999999999998","203.07750000000001","8.8360000000000021","130","367.63","715.95","33.299999999999997","2.6760000000000002","1.2313333333333334","3.3333333333333335","0","40","0","40","0","0","2.88",NA,"0.3","0.26500000000000001","4.9000000000000004","1.9","3","0.53500000000000003","186","0","874","1450","1362","267","273","1091","505","755","195","854","1919","560","874","2395","3561","847","841","1027","687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0012","Bengal gram, whole, boiled* (without salt)","Pulses, legumes and their products","Chola siddha, lobon chara","Cicer arietinum","Recipe calculation","BA13","1","182","766","52.528645833333343","10.605902777777777","3.145833333333333","23.324826388888891","9.0625","9.0625",NA,"1.3","93.997851562500003","4.0492708333333338","59.46458333333333","172.36406250000002","280.03046875000001","16.232812500000001","1.2563750000000002","0.44992361111111112","1.7361111111111112","0","20.833333333333336","0","20.833333333333336","0","0","1.35",NA,"0.1015625","0.103515625","1.6588541666666667","0.64322916666666674","0.85937500000000011","0.19505208333333335","48.4375","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0003","Black gram, dehulled, dried raw","Pulses, legumes and their products","Mashkalai dal, asto","Vigna mungo","P58, T70, P6(205), P8, T20, UK6(13-096), US25(16083), DK7(0485)","BA13","1","317","1340","11.3","22.313333333333333","1.6749999999999998","45.086666666666673","16.3","16.3",NA,"3.3250000000000002","184.35249999999999","5.9113333333333342","189","337","1121.1500000000001","32.97","2.31","1.0710500000000001","2","0","24","0","24","0","0","1.9",NA,"0.42","0.26","5.9","2.1","3.8","0.28000000000000003","140","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0004","Black gram, split, dried, raw","Pulses, legumes and their products","Maskalai dal, vanga","Vigna mungo","P49, T17, T25, P74, R6,T70,  P40, T1, P3, IND(31), UK6(13-098), US25(16083), DK7(0485)","BA13","1","350","1490","10.483333333333333","22.5975","1.2166666666666666","61.8125","0.9",NA,"0.9","3.01","52.9","3.258","141.93","385","790","35.299999999999997","2.4529999999999998","1.08","4.6916666666666664","0","56.3","0","56.3","0","0","1.9",NA,"0.42","0.18",NA,"2",NA,"0.28000000000000003","132","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707.88",NA,NA,"1185","1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0005","Green gram, split, dried, raw","Pulses, legumes and their products","Mung dal,  vanga","Vigna radiata","T17, P49, T20, R6, T70, P6 (207), T1, T25, P74, IND(35), DK7(0485), UK6(13-098)","BA13","1","351","1490","9.8214285714285712","23.687999999999999","1.1850000000000001","60.936404761904761","0.7",NA,"0.7","3.6724999999999999","69.09","7.18","147.43333333333334","315.3","1300","30.46","2.734","1.66","3.2083333333333335","0","38.5","0","38.5","0","0","1.9",NA,"0.36","0.13500000000000001","6.58","2.25","4.33","0.5","140","0","990","1800","1700","290","210","1500","730","760","260","1200","1700","690","1100","2700","4200","960","1100","1200","580.37666666666667",NA,NA,NA,"858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0013","Green gram, split, boiled* (without salt)","Pulses, legumes and their products","Mung dal siddha, lobon chara","Vigna radiata","Recipe calculation","BA13","1","161","685","58.481320705077607","10.906077348066297","0.54558011049723765","28.055434973252652","0.3",NA,"0.3","1.7","30.053637200736656","2.9111418047882136","59.106046654389196","130.67679558011051","447.93278084714547","12.893646408839778","1.1343462246777165","0.53572744014732954","1.477133210558625","0","17.725598526703497","0","17.725598526703497","0","0","0.78729281767955817",NA,"0.10773480662983426","4.6616022099447527E-2","1.9691528545119705","0.6733425414364641","1.0964548802946594","0.16114180478821363","32.228360957642728","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0006","Green gram, whole, dried, raw","Pulses, legumes and their products","Mungkalai","Vigna radiata","P6(206), P58, T70, T48, P8, IND(34), US25(16080), DK7(0485)","BA13","1","318","1340","10.4","23.725000000000001","1.25","44.825000000000003","16.3","16.3",NA,"3.5","137.27333333333334","7.8559999999999999","189","325.5","1780.35","28","2.68","1.1659999999999999","3.25","0","39","0","39","0","0","1.9",NA,"0.47","0.39","6.58","2.25","4.33","0.5","140","0","990","1800","1700","290","210","1500","730","760","260","1200","1700","690","1100","2700","4200","960","1100","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0007","Grass pea, split dried, raw","Pulses, legumes and their products","Khesari dal, vanga","Lathyrus sativus","P74, P8, P31, T1, P3, P6(208), P53, P49, T20, T25, R6, P70, T70, T17, IND(37), Rache","BA13","1","352","1490","9.432500000000001","28.383333333333329","0.89333333333333342","56.510333333333335","2.2",NA,"2.2","2.5780000000000003","60.839999999999996","5.3118000000000007","100.55","374.15","812.8","35.49","3.3825000000000003","1.0805000000000002","5.0333333333333332","0","60",NA,"60.4",NA,"0","0.49858442238958889",NA,"0.37000000000000005","0.20666666666666667",NA,"2.9",NA,"0.3480529780621443","206.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"560.3075",NA,NA,"819.99999999999989","752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0014","Grass pea, split, boiled* (without salt)","Pulses, legumes and their products","Khesari dal siddha, lobon chara","Lathyrus sativus","Recipe calculation","BA13","1","142","602","63.480846774193544","11.444892473118278","0.36021505376344087","22.786424731182798","0.9",NA,"0.9","1","24.021774193548389","1.9270282258064522","35.943346774193543","135.80927419354839","246.08709677419353","13.229637096774194","1.2290685483870969","0.30575403225806458","2.029569892473118","0","24",NA,"24.35483870967742",NA,"0","0.18093789522202824",NA,"9.6975806451612939E-2","6.2499999999999993E-2",NA,"0.76008064516129037",NA,"9.8240759936895558E-2","41.673387096774192","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02_0008","Lentil, dried, raw","Pulses, legumes and their products","Mosur dal","Lens culinaris","KF, IND(38), US25(16069), P74, UK6(13-091)","BA13","1","317","1340","12.16","27.728000000000002","0.79100000000000004","43.162999999999997","13.234999999999999","13.234999999999999",NA,"2.923","23","5.0999999999999996","71.533000000000001","261","635","37","3.8860529659995464","0.79431817112430469","2.8320000000000003","0","33.984000000000002","0","33.984000000000002","0","0",NA,"0.37","0.76700000000000002","0.13","6.2885973333333336","2","4.2885973333333336","0.335727","36","0","1048","2017","2118","147","216","1431","836","1032","257","1366","2265","633","1917","3228","5481","1150","1075","1515","133.36000000000001",NA,NA,NA,"593","0.138097","0.17219599999999999","0.42440699999999998","0",NA,NA,NA,NA,NA,"2.1819999999999999E-3",NA,"0.112719",NA,"1.8098E-2","5.0980000000000001E-3",NA,NA,NA,NA,NA,NA,NA,"0.16636100000000001",NA,NA,NA,"5.8349999999999999E-3",NA,NA,NA,NA,NA,"0.33378600000000003",NA,NA,"9.0620999999999993E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
