"fdc_id","food_desc","food_group","food_desc_bengali","scientific_name","nutrient_data_source","source_fct","Edible_factor_in_FCT","ENERCkcal","ENERCkJ","WATERg","PROCNTg","FATCEg","CHOAVLDFg","FIBTGg_standardised","FIBTGg","FIBCg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","CUmg","VITA_RAEmcg","RETOLmcg","CARTBEQ or [CARTB]mcg","CARTAmcg","CARTBmcg","CRYPXmcg","VITDmcg","VITEmg","TOCHPAmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","NIATRPmg","VITB6Amg","FOLmcg","ASCLmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","THRmg","TRPmg","VALmg","ARGmg","HISmg","ALAmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","PHTACmg","OXALACmg","TPC mg GAE","DPPH-RSCµmol TE","T-ORAC mcmole TE","FASATg","FAMSg","FAPUg","CHOL_mg","F4D0g","F6D0g","F8D0g","F10D0g","F12D0g","F14D0g","F15D0g","F16D0g","F17D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F14D1CN5g","F16D1g","F16D1CN7g","F18D1g","F18D1N9g","F18D1CN7g","F20D1g","F20D1CN11g","F20D1CN9g","F22D1g","F22D1CN9g","F22D1CN11g","F24D1CN9g","F18D2g","F18D2CN6g","F20D2g","F18D3g","F18D3CN3g","F18D3N6g","F20D3N6g","F18D4g","F18D4CN3g","F20D4g","F20D4CN6g","F20D5CN3g","F22D5CN3g","F22D6CN3g","SUGARg"
"03_0010","Chilli, green, with seeds, raw","Vegetables and their products","Kancha morich","Capsicum annuum","KF, US25(11333), IND(157), DK7(0676), R5","BA13","0.91","45","189","85.51","2.7749999999999999","0.13200000000000001","5.9","4.7","4.7",NA,"1.036","22.041","1.6451931935186692","43.345999999999997","30","281.73599999999999","11.994","1.966894926721567","0.87259099116761529","9.5690000000000008","0","115",NA,"114.828",NA,"0",NA,"0.29","3.4000000000000002E-2","0.05","1.343","0.9","0.443","0.22963800000000001","10","102.267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.88","896","74","3225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0011","Cowpea, pods and seeds, raw","Vegetables and their products","Borboti","Vigna unguiculata","P8, P58, P6(511), T26, US25(11191), TH(THD45),IND(148)","BA13","0.9","39","160","87","3.01","0.35","2.8400000000000034","6","6",NA,"0.8","54","0.5","51","53","431","23","1.01","0.13","8.4166666666666661","0","101",NA,"101",NA,"0",NA,NA,"0.14000000000000001","0.03","2.02","1.45","0.56999999999999995","6.7000000000000004E-2","168","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0037","Cowpea, boiled* (without salt)","Vegetables and their products","Borboti siddha, lobon chara","Vigna unguiculata","Recipe calculation","BA13","1","40","167","86.458333333333343","3.1354166666666661","0.36458333333333331","2.9583333333333366","6.25","6.25",NA,"0.76666666666666672","54","0.48229166666666662","43","49.712499999999999","306","20","0.9","0.12","8.1536458333333321","0","101",NA,"101",NA,"0",NA,NA,"9.6250000000000016E-2","2.0625000000000001E-2","1.3887500000000002","1.0421874999999998","0.39187499999999997","4.8854166666666664E-2","95","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0012","Cucumber, peeled, raw","Vegetables and their products","Shosa","Cucumis sativus","P6(512), P18, P8, P50, R6, P58, P52, IND(149), US25(11206), UK6(13-233), TH(THD34)","BA13","0.83","17","72","95.123333333333335","0.8","0.1","2.8766666666666652","0.7","0.7",NA,"0.4","12.666666666666666","0.6","12","17","105","2","0.17219999999999999","0.05","3.6666666666666665","0","44","8","31","18","0","7.0000000000000007E-2",NA,"0.16","0.02","0.30000000000000004","0.2","0.1","5.0999999999999997E-2","14","7.2333333333333334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3904","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0013","Drumstick, pods, raw","Vegetables and their products","Sajna data","Moringa oleifera","P58, P6 (513), P8, P61, IND(151), US25(11620),UK6(13-238)","BA13","0.63","43","181","85.15","2.85","0.2","5.0999999999999943","4.8","4.8",NA,"1.9","23.833333333333332","0.18","28","110","259","42","0.16","0.01","25.916666666666668","0","311",NA,"311",NA,"0",NA,NA,"4.3333333333333335E-2","3.6666666666666674E-2",NA,"0.6",NA,"0.12","44","69.86666666666666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0014","Garlic, raw","Vegetables and their products","Rosun","Allium sativum","P6(403), P41, P58,US25(11215),UK6(13-244)","BA13","0.83666666666666656","147","623","61.626666666666665","6.8533333333333344","0.55000000000000004","27.620000000000005","2.1","2.1",NA,"1.25","24.5","1.6333333333333335","25","161.5","510.5","10.5","1.08","0.17949999999999999","0","0","0","0","0","0","0",NA,"0.08","0.13","0.12333333333333334","2.4","0.5","1.9","1.2350000000000001","4","24.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0015","Gourd, ash, raw","Vegetables and their products","Chalkumra","Benincasa hispida","P6(517), P58, UK6(13-248), TH(THD107), US25(11220)","BA13","0.67","10","41","96.5","0.4","0.1","1","1.7","1.7",NA,"0.3","30","0.8","17.423265306122449","14","139","38.779999999999994","0.1","0.02","0.25","0","3","0","3",NA,"0",NA,NA,"0.06","0.01","0.4","0.3","0.1","4.2999999999999997E-2","16.25","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0016","Gourd, bitter, raw","Vegetables and their products","Korola","Momordica charantia","P6(518), P18, P8, P52, P27, R6, R5, P58, P41, P94, P72, P6, UK6(13-252), TH(THD130)","BA13","0.95","31","129","90.358000000000004","2.0550000000000002","0.34250000000000003","3.5878333333333217","2.6","2.6",NA,"1.0566666666666666","15.981999999999999","1.7842500000000001","31.25","19.72","182.04","36.409999999999997","0.3473","0.27","23.788888888888891","0","285.46666666666698","95","237.96666666666667","0","0",NA,NA,"5.000000000000001E-2","3.3333333333333333E-2","0.7","0.4","0.3",NA,"45","90.631666666666661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0047","Gourd, bitter, boiled* (without salt)","Vegetables and their products","Korola siddha, lobon chara",NA,"Recipe calculation","BA13","1","35","147","89.043181818181807","2.3352272727272729","0.38920454545454547","4.0770833333333201","2.9545454545454546","2.9545454545454546",NA,"1.2","20.230568181818182","1.8","29","20.195454545454545","141","33","0.34","0.26","26","0","311","103.63636363636364","259.59999999999997","0","0",NA,NA,"3.7500000000000006E-2","2.5000000000000001E-2","0.52500000000000002","0.3136363636363636","0.22499999999999998",NA,"28","62.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0048","Gourd, bitter, fry*","Vegetables and their products","Korola vaji",NA,"Recipe calculation","BA13","1","130","540","74.034988681380881","3.0988256932654217","9.0559422750424439","7.1","4.0999999999999996","4.0999999999999996",NA,"2.6526457272212789","27.006288907753252","2.9344984086862049","48.468208828522918","34.074278438030561","303.71167402376915","468.93459252971138","0.60657035073687537","0.43999584340737213","30.46743498868139","0","305",NA,"305.46596859083195",NA,"0",NA,"0.31","6.7792869269949096E-2","6.2199260752688182E-2",NA,"0.59286290322580659",NA,"4.1000000000000002E-2","44.916171477079793","103.20795430107526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0017","Gourd, bottle, raw","Vegetables and their products","Lau","Lagenaria siceraria","R6, T70, P6(519), P8, P27, P58, U1, TH(04070), US25(11218), UK6(13-249)","BA13","0.87","34","142","90.84666666666665","1.0950000000000002","0.1","6.7583333333333684","0.6",NA,"0.6","0.6","26","0.72666666666666657","11","53","150","38.779999999999994","0.58099999999999996","0.159","1.4166666666666667","0","17","0","17",NA,"0",NA,NA,"0.01","0.02","0.4","0.3","0.1","0.04","6","8.7057142857142846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2435","309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0018","Gourd, pointed, raw","Vegetables and their products","Potol","Trichosanthes dioica","P6(516), P8, P52, P41, T29, P72, R5, P58","BA13","0.95","24","102","92.64500000000001","2.0400000000000005","0.32333333333333331","2.2316666666666407","2.2",NA,"2.2","0.54","15.8925","1.7","15","17.61","147.88999999999999","28.17","0.40382714285714288","0.17057142857142857","5.3791666666666673","0","65",NA,"64.550000000000011",NA,"0",NA,NA,"0.16499999999999998","0.03",NA,"0.8",NA,"0.04","16.25","19.445999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0038","Gourd, pointed, boiled* (without salt)","Vegetables and their products","Potol siddha, lobon chara","Trichosanthes dioica","Recipe calculation","BA13","1","28","116","91.642045454545467","2.3181818181818188","0.36742424242424238","2.5359848484848189","2.5",NA,"2.5","0.56454545454545468","20.133948863636363","1.7","15","18.037500000000001","115","26","0.39","0.17","5.684801136363637","0","70",NA,"70.418181818181822",NA,"0",NA,NA,"0.13","0.03",NA,"0.6272727272727272",NA,"3.0000000000000002E-2","10","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0019","Gourd, ridge, raw","Vegetables and their products","Jhinga","Luffa acutangula","P27, P94, P47, P6(520), P8, T70, P52, P58, US25(11220), UK6(13-254)","BA13","0.82","29","121","92.399999999999991","1.2749999999999999","0.35","4.5750000000000171","1.1000000000000001","1.1000000000000001",NA,"0.3","20.733333333333334","1.2583333333333335","14","32","139","38.779999999999994","0.50095000000000001","0.23300000000000001","2.1666666666666665","0","26","6","23","0","0",NA,"0.10","0.11","0.03","0.5","0.4","0.1","4.2999999999999997E-2","7","4.5925000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0020","Gourd, snake, raw","Vegetables and their products","Chichinga","Trichosanthes anguina","P6(522), P27, T70, P52, P94, P58","BA13","0.98","24","103","93.39","0.5","0.3","4.5100000000000051","0.8",NA,"0.8","0.5","31.276666666666671","0.37923333333333331","17.142857142857142","27.857142857142858","154.71428571428572","38.779999999999994","0.32134999999999997","0.17899999999999999",NA,"0",NA,NA,NA,NA,"0",NA,NA,"0.04","0.06",NA,"0.8",NA,"0.04","16.25","18.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0021","Gourd, sponge, raw","Vegetables and their products","Dhundul","Luffa cylindrica","P8, P6(530), P27, P94, TH(04077), US25(11220)","BA13","0.94","24","102","92.88","0.89","0.15000000000000002","4.2800000000000011","1.1000000000000001","1.1000000000000001",NA,"0.7","19.149999999999999","0.6","14","32","139","38.779999999999994","0.5","0.23300000000000001",NA,"0",NA,NA,NA,NA,"0",NA,"0.10","0.03","0.01",NA,"0.2",NA,"4.2999999999999997E-2","7","6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0022","Gourd, teasle, raw","Vegetables and their products","Kakrol","Momordica dioica","P6(526), P8, P27, R5, P58, UK6(13-250), US25(11220)","BA13","0.85","61","259","83.682500000000005","1.9066666666666665","0.46666666666666673","11.769166666666663","1.1000000000000001","1.1000000000000001",NA,"1.075","27.276666666666667","2.5691499999999996","19.57","25.88","186.34","51.76","0.47619","0.1","13.583333333333334","0","163","0","163","0","0",NA,"0.23","0.08","0.06","0.8","0.5","0.3","4.2999999999999997E-2","16.25","142.79999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0039","Gourd, teasle, boiled* (without salt)","Vegetables and their products","Kakrol siddha, lobon chara","Momordica dioica","Recipe calculation","BA13","1","69","294","81.45738636363636","2.166666666666667","0.53030303030303039","13.374053030303026","1.25","1.25",NA,"1.2","31","2.6","19","27","144","46","0.46","0.1","15","0","178","0","178",NA,"0",NA,"0.26","6.0000000000000005E-2","4.5000000000000005E-2","0.6","0.39204545454545453","0.22499999999999998","3.4204545454545446E-2","10","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0023","Okra/ladies finger, raw","Vegetables and their products","Dheros","Abelmoschus esculentus","R6, P47, T70, P52, P6(528), P8, P58, P72, P94, P18, R5, P41, T51,US25(11278),UK6(13-300)","BA13","0.84","39","164","87.744444444444454","2.112857142857143","0.16333333333333336","5.7343650793650909","3.1","3.1",NA,"1.145","92.649999999999991","0.89895249999999993","19.670000000000002","27.84","178.17","37.119999999999997","0.33629500000000001","8.1964999999999996E-2","18.901666666666667","0","226.82","30","211.82","0","0",NA,"0.27","0.04","0.16","1.4","1","0.4","0.215","60","17.487499999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4810","1830.9999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0040","Okra/ladies finger, boiled* (without salt)","Vegetables and their products","Dheros siddha, lobon chara","Abelmoschus esculentus","Recipe calculation","BA13","1","32","134","90.019905899384739","1.7205677059097253","0.13300760043431054","4.6696784033917682","2.5244299674267103","2.5244299674267103",NA,"0.85781758957654708","72","0.7","13","21","99","24","0.23","6.3930578175895758E-2","15","0","177","23.452768729641694","165.59218241042345","0","0",NA,"0.21","2.1498371335504887E-2","0.1","0.75244299674267101","0.56188925081433216","0.21498371335504887","0.12255700325732898","26","8.6999999999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0046","Lady's finger-tomato bhuna*","Vegetables and their products","Dheros-tomato bhuna","Abelmoschus esculentus","Recipe calculation","BA13","1","127","526","72.053167714617928","3.4106476541416084","7.4476274064886754","8.9918815684636737","5.0055537988968615","5.0055537988968615",NA,"3.0885123124116629","128.02840093639404","1.4440562941116919","31.320940934767368","50.475667423965319","319.37779879922829","565.31539246804073","0.67476797206618977","0.53379729454120695","26.417309249025056","0","299",NA,"298.76092438851259",NA,"0",NA,"0.81","6.4260317821180274E-2","0.22",NA,"1.4821544396393151",NA,"0.29699999999999999","59.673738507466055","24.464683017918937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0024","Onion, raw","Vegetables and their products","Piaj","Allium cepa","KF, US25(11282), IND(122)","BA13","0.87","59","249","83.73","1.375","7.3999999999999996E-2","12.215999999999994","1.93","1.93",NA,"0.67500000000000004","23.969000000000001","0.94161752618477268","24.120999999999999","29","209.749","11.119","0.41","0.3632105250312927","1.8979999999999999","0","23",NA,"22.776",NA,"0",NA,"0.02","4.4999999999999998E-2","0.13600000000000001","0.34600000000000003","0.11600000000000001","0.23","0.168068","19","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.66","18.2","199.2","1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0025","Papaya, unripe, raw","Vegetables and their products","Kancha pepe","Carica papaya","P18, R5, P41, P52, P6(532), P8, T16, P58, P94, TH(05056), UK6(13-311), VIN(115)","BA13","0.66","30","125","90.616666666666674","0.78333333333333333","7.5000000000000011E-2","5.7149999999999892","1.5","1.5",NA,"1.31","14.586666666666668","0.59636250000000002","56","15.37","129.07","7","0.21747","2.4590000000000001E-2","0.58333333333333337","0","7",NA,"7",NA,"0",NA,NA,"0.03","0.02",NA,"0.2",NA,NA,NA,"18.574000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0041","Papaya, unripe, boiled* (without salt)","Vegetables and their products","Kacha pepe siddha, lobon chara","Carica papaya","Recipe calculation","BA13","1","32","134","89.932045779685282","0.84048640915593709","8.0472103004291862E-2","6.131974248927027","1.6094420600858368","1.6094420600858368",NA,"1.4","17","0.57432604613733906","48","14.868025751072961","94","8","0.2","0.02","0.5820815450643777","0","7",NA,"7.2103004291845494",NA,"0",NA,NA,"2.1244635193133049E-2","0.02",NA,"0.14806866952789696",NA,NA,NA,"12.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0026","Peas, raw","Vegetables and their products","Motorshuti","Pisum sativum","P52, P6(533), VIN(55), US25(11304)","BA13","0.53","91","384","74.25","6.95","0.35","12.500000000000014","5.0999999999999996","5.0999999999999996",NA,"0.85","43.076666666666661","1.5586666666666666","47.125","108","244","5","1.24","0.17599999999999999","37.875","0","454.5","19","445","0","0",NA,"0.13","0.4","0.13500000000000001","2.8200000000000003","2.2000000000000002","0.62","0.16900000000000001","65","7.6449999999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0027","Plantain, raw","Vegetables and their products","Kancha kola","Musa paradisiaca","P6(534), P8, P27, P41, P58,P90, P16, US25(09277), UK6(13-323)","BA13","0.57999999999999996","77","327","78.910833333333329","1.9500000000000002","0.30000000000000004","15.539166666666674","2.2999999999999998","2.2999999999999998",NA,"1","22","0.6","28.452222222222222","20.506666666666668","241.58888888888885","4","0.14000000000000001","8.1000000000000003E-2","56.333333333333336","0","676","438","457","0","0",NA,"0.14","0.09","0.06","0.89999999999999991","0.7","0.2","0.29899999999999999","22","7.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0042","Plantain, boiled* (without salt)","Vegetables and their products","Kancha kola siddha, lobon chara","Musa paradisiaca","Recipe calculation","BA13","1","76","320","79.324346405228766","1.911764705882353","0.29411764705882359","15.234477124183012","2.2549019607843137","2.2549019607843137",NA,"1","22","0.6","23","18.117647058823529","161","4.7686274509803921","0.12","7.0000000000000007E-2","53","0","636","412.23529411764702","430.11764705882348","0","0",NA,"0.13","5.8235294117647059E-2","3.8823529411764708E-2","0.58235294117647063","0.47352941176470587","0.12941176470588237","0.2051960784313725","12","4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03_0028","Pumpkin, raw","Vegetables and their products","Mistikumra","Cucurbita maxima","P6(523), P8, P52, P27, P58, P94, US25(11422),TH(THD108) VIN(85), P100","BA13","0.79","18","77","93.875","1.4","0.3","1.3249999999999886","2.4","2.4",NA,"0.7","51.82","0.7","10","16","349","8","0.1067499999999999","0.21","369.16666666666669","0","4430","515","3100","2140","0",NA,"1.06","7.0000000000000007E-2","0.06","0.8","0.6","0.2","6.0999999999999999E-2","16","21.055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
